High,Low,Close
3650.32,3649.28,3649.28
3649.8,3648.5,3649.8
3650.8,3649.64,3650.8
3650.9,3649.42,3649.63
3649.79,3647.91,3649.79
3651.2,3649.6,3650.98
3651.21,3649.88,3649.88
3651.54,3649.97,3651.27
3651.32,3649.92,3649.93
3650.18,3649.47,3650.18
3651.1,3649.85,3650.86
3652.64,3650.54,3652.58
3653.21,3652.47,3653.12
3653.39,3652.65,3652.77
3653.52,3652.54,3652.69
3653.09,3652.54,3653.03
3654.0,3652.88,3653.62
3653.51,3652.04,3652.37
3652.53,3651.5,3652.53
3653.28,3652.44,3653.28
3653.89,3652.9,3653.33
3654.93,3653.35,3654.56
3655.48,3654.52,3654.93
3655.31,3654.6,3654.82
3655.55,3654.65,3655.55
3655.75,3655.18,3655.41
3656.11,3655.44,3655.89
3656.28,3655.27,3655.3
3656.09,3655.16,3655.88
3656.47,3655.72,3656.03
3655.89,3654.85,3655.15
3655.2,3654.67,3654.81
3655.2,3654.49,3654.49
3654.44,3653.69,3653.85
3654.24,3653.61,3653.61
3654.71,3653.91,3654.27
3655.0,3654.04,3655.0
3655.23,3654.5,3655.23
3655.26,3654.71,3655.14
3655.5,3655.08,3655.45
3655.57,3655.05,3655.19
3655.07,3654.53,3654.55
3655.08,3654.34,3655.08
3655.42,3654.93,3655.26
3658.19,3655.13,3658.19
3660.66,3658.61,3660.65
3662.6,3660.03,3660.03
3660.04,3659.22,3659.37
3659.8,3659.23,3659.8
3659.86,3659.24,3659.56
3659.39,3658.69,3658.93
3660.12,3659.05,3660.02
3660.56,3660.05,3660.41
3660.6,3660.17,3660.36
3662.48,3660.33,3662.48
3663.74,3662.74,3663.26
3663.84,3663.34,3663.41
3663.76,3662.45,3662.45
3664.54,3657.58,3661.76
3661.13,3657.45,3657.45
3658.55,3656.03,3657.32
3657.72,3656.39,3656.91
3659.52,3657.01,3659.52
3664.25,3659.75,3664.25
3665.18,3662.85,3662.85
3662.84,3660.98,3661.27
3661.52,3659.44,3660.09
3660.84,3660.09,3660.8
3661.17,3660.28,3661.17
3662.0,3661.15,3661.48
3663.08,3661.6,3662.98
3662.93,3659.61,3659.63
3659.48,3658.02,3658.48
3660.13,3657.18,3660.04
3660.22,3658.58,3658.6
3659.65,3658.01,3659.65
3660.0,3655.43,3656.38
3656.93,3655.89,3656.02
3659.64,3656.13,3659.64
3659.63,3657.41,3657.41
3659.22,3656.19,3656.68
3658.09,3656.61,3658.03
3658.82,3657.3,3657.78
3658.82,3657.64,3658.52
3659.37,3658.07,3659.26
3659.27,3657.08,3658.52
3659.46,3658.81,3659.11
3659.34,3658.0,3659.06
3661.22,3659.05,3659.64
3660.17,3659.19,3659.23
3659.39,3657.62,3658.19
3661.06,3658.4,3660.67
3663.24,3660.32,3661.99
3666.99,3662.04,3666.99
3683.29,3667.1,3682.86
3685.99,3682.2,3684.58
3684.44,3682.23,3682.23
3681.25,3678.89,3680.28
3682.6,3680.71,3682.6
3682.5,3680.36,3681.28
3681.09,3679.71,3679.93
3679.86,3676.59,3677.85
3679.31,3677.64,3679.31
3680.56,3678.77,3680.56
3682.03,3680.56,3681.19
3681.5,3680.05,3680.05
3680.41,3678.52,3678.77
3679.79,3678.11,3679.17
3680.1,3677.68,3677.68
3679.11,3677.53,3679.11
3677.94,3675.57,3676.07
3678.2,3675.75,3678.13
3680.85,3677.83,3679.27
3679.86,3678.49,3679.86
3680.55,3679.75,3680.21
3680.8,3679.02,3679.02
3681.61,3679.28,3681.38
3682.54,3680.67,3680.67
3681.04,3678.96,3679.47
3680.6,3679.45,3680.12
3683.76,3680.16,3683.76
3684.92,3683.39,3684.12
3685.11,3683.56,3684.95
3685.32,3683.41,3683.68
3683.66,3682.85,3682.85
3683.22,3681.84,3682.05
3683.47,3681.95,3683.47
3684.63,3683.19,3684.51
3684.38,3683.45,3683.68
3683.87,3683.05,3683.38
3683.66,3682.35,3682.47
3682.57,3680.48,3681.37
3681.51,3680.4,3680.84
3681.21,3677.5,3677.83
3678.94,3677.74,3678.82
3679.43,3678.75,3678.75
3680.33,3678.65,3680.05
